INP_mission_payload_mass_kg,INP_mission_n_payload_units,INP_mission_outbound_range_m,INP_mission_return_range_m,INP_mission_cruise_speed_mps,INP_mission_target_stall_speed_mps,INP_mission_cruise_altitude_density_kgpm3,INP_mission_hover_time_takeoff_s,INP_mission_hover_time_landing_s,INP_mission_transition_time_out_s,INP_mission_transition_time_in_s,INP_mission_attack_or_release_time_s,INP_mission_retry_count,INP_mission_reserve_fraction,INP_mission_usable_battery_fraction,INP_aircraft_mtow_guess_kg,INP_aircraft_margin_fraction,INP_aero_cl_max,INP_aero_cl_cr_target,INP_aero_aspect_ratio,INP_aero_taper_ratio,INP_aero_leading_edge_sweep_deg,INP_aero_dihedral_deg,INP_aero_thickness_to_chord,INP_aero_cd0,INP_aero_oswald_efficiency,INP_aero_dynamic_viscosity_kgpms,INP_vtol_n_lift_rotors,INP_vtol_lift_rotor_diameter_m,INP_vtol_hover_figure_of_merit,INP_vtol_hover_thrust_margin_factor,INP_vtol_vertical_climb_rate_mps,INP_vtol_transition_power_factor,INP_cruise_prop_propulsive_efficiency_cruise,INP_cruise_prop_electrical_efficiency_total,INP_batt_battery_specific_energy_Whpkg,INP_batt_battery_nominal_voltage_V,INP_batt_battery_min_voltage_under_load_V,INP_mass_model_avionics_mass_kg,INP_mass_model_release_mechanism_mass_kg,INP_mass_model_landing_gear_or_skid_mass_kg,INP_mass_model_wiring_misc_mass_kg,INP_mass_model_fuselage_mass_guess_kg,INP_mass_model_wing_areal_density_kgpm2,INP_mass_model_tail_areal_density_kgpm2,INP_mass_model_boom_linear_density_kgpm,INP_mass_model_n_booms,INP_mass_model_boom_length_m,INP_mass_model_motor_specific_power_Wpkg,INP_mass_model_esc_specific_power_Wpkg,INP_mass_model_lift_prop_mass_each_kg,INP_mass_model_cruise_prop_mass_kg,INP_mass_model_tail_volume_coefficient_horizontal,INP_mass_model_tail_volume_coefficient_vertical,INP_mass_model_horizontal_tail_arm_m,INP_mass_model_vertical_tail_arm_m,OUT_converged,OUT_iterations,OUT_mtow_calc_kg,OUT_mtow_error_fraction,OUT_wing_area_stall_req_m2,OUT_wing_area_cruise_req_m2,OUT_wing_area_actual_m2,OUT_wingspan_m,OUT_root_chord_m,OUT_tip_chord_m,OUT_mac_m,OUT_cruise_dynamic_pressure_Pa,OUT_cruise_cl_actual,OUT_cruise_cd_induced,OUT_cruise_cd_total,OUT_cruise_drag_N,OUT_cruise_power_aero_W,OUT_cruise_power_elec_W,OUT_vtol_area_per_rotor_m2,OUT_vtol_total_disk_area_m2,OUT_vtol_disk_loading_Npm2,OUT_hover_induced_velocity_mps,OUT_hover_power_ideal_W,OUT_hover_power_elec_W,OUT_transition_power_elec_W,OUT_attack_power_elec_W,OUT_energy_hover_takeoff_Wh,OUT_energy_hover_landing_Wh,OUT_energy_transition_out_Wh,OUT_energy_transition_in_Wh,OUT_energy_outbound_cruise_Wh,OUT_energy_return_cruise_Wh,OUT_energy_attack_Wh,OUT_energy_retries_Wh,OUT_total_mission_energy_Wh,OUT_required_usable_energy_Wh,OUT_required_nominal_energy_Wh,OUT_battery_mass_kg,OUT_battery_capacity_Ah,OUT_peak_electrical_power_W,OUT_peak_current_A,OUT_battery_c_rate,OUT_wing_mass_kg,OUT_tail_mass_kg,OUT_booms_mass_kg,OUT_lift_motor_mass_kg,OUT_cruise_motor_mass_kg,OUT_esc_mass_kg,OUT_props_mass_kg,OUT_systems_mass_kg,OUT_structure_mass_kg,OUT_margin_mass_kg
4.54,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
4.54,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
4.54,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
4.54,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
4.54,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
4.54,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,45.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1240.3125,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,45.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1240.3125,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,45.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1240.3125,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,45.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,80,4373.374344303594,1.3924690431492603,64.54464170679807,28.915999484645532,64.54464170679807,25.40563750563998,3.5042258628468934,1.576901638281102,2.662406086599766,1240.3125,0.22399999999999998,0.0021295355798877174,0.047129535579887714,3772.9797570701303,169784.08906815585,285351.4101985813,0.0962112750161874,0.3848451000647496,46596.50805579336,137.90932847315173,2473050.4556292323,4476109.4219533615,3804693.008660357,285351.4101985813,37300.911849611344,37300.911849611344,15852.887536084821,15852.887536084821,26421.426870239007,26421.426870239007,2377.928418321511,53153.79938569617,214682.18031588802,257618.6163790656,322023.270473832,1610.1163523691598,7252.776362023243,4476109.4219533615,116565.34953003546,16.071824596769762,225.90624597379326,344.34985062309795,0.6,1163.7884497078742,57.07028203971626,559.5136777441702,0.55,3.5999999999999996,574.3560965968912,397.5794858457812
6.8,1,15000.0,15000.0,46.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1296.0500000000002,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,46.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1296.0500000000002,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,46.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1296.0500000000002,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,46.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,80,2.1994690647826622e+70,3.5936005880583075e+22,2.1611152147045543e+46,9.265424020699298e+45,2.1611152147045543e+46,4.648779640620272e+23,6.412109849131409e+22,2.885449432109134e+22,4.87172943709869e+22,1296.0500000000002,0.2143667296786389,0.0019503099164519023,0.0469503099164519,1.3150375095927246e+48,6.049172544126533e+49,1.0166676544750476e+50,0.0962112750161874,0.3848451000647496,1.5601670386354045e+49,2.5234953396279733e+24,1.5151637341029215e+73,2.742377799281306e+73,2.33102112938911e+73,1.0166676544750476e+50,2.2853148327344217e+71,2.2853148327344217e+71,9.712588039121292e+70,9.712588039121292e+70,9.208946145607316e+48,9.208946145607316e+48,8.47223045395873e+47,3.256573636646551e+71,9.769720909939654e+71,1.1723665091927584e+72,1.4654581364909479e+72,7.32729068245474e+69,3.300581388493126e+70,2.742377799281306e+73,7.141608852295068e+71,21.637426900584796,7.56390325146594e+46,2.109728106518253e+69,0.6,7.130182278131397e+69,2.0333353089500952e+46,3.4279722491016327e+69,0.55,3.5999999999999996,2.109728106518253e+69,1.999517331620602e+69
6.8,1,15000.0,15000.0,47.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1353.0125,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,47.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1353.0125,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,47.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1353.0125,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,47.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1353.0125,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,48.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1411.2,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,48.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1411.2,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,48.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1411.2,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,48.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1411.2,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,49.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1470.6125000000002,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.2,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.031415926535897934,0.12566370614359174,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.25,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.04908738521234052,0.19634954084936207,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.3,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.07068583470577035,0.2827433388230814,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
6.8,1,15000.0,15000.0,50.0,18.0,1.225,30.0,30.0,15.0,15.0,30.0,1,0.2,0.8,45.0,0.1,1.4,0.5,10.0,0.45,2.0,3.0,0.12,0.045,0.75,1.789e-05,4,0.35,0.65,1.3,3.0,0.85,0.7,0.85,200.0,44.4,38.4,1.5,0.8,0.6,0.7,3.5,3.5,2.5,0.3,2,1.0,5000.0,8000.0,0.1,0.15,0.5,0.04,1.1,1.1,False,0,,0.0,,,,,,,,1531.25,,,,,,,0.0962112750161874,0.3848451000647496,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.6,,,,0.55,3.5999999999999996,,
